Postcode	Duration (min)	Route Index	Name	Description	Waypoint Count	Waypoint 1	Waypoint 2	Waypoint 3	Distance (m)	Duration (sec)	Polyline	Actual Duration (min)	Timing source
WF2 0GU	60	1			3	Vic's Cafe (WF2 0GU)	The Wheel (WF2 0GU)	The Lawrence (WF2 0GU)	9502	7126	gtxfIbufHFYfBcGzAgE|A_Ex@iBt@yAfBcDf@u@v@gAr@}@|@gA|@w@lB{AnBkAfBw@jBk@dBY|AQT?N@RDRFNFL@JAJCLULKPEPFNLFNDRBX?ZETGTMPSHSCMGKQEOCIIQMOOOUIQESEWA_BPaB^iBh@gBr@kBlAmBvA{@z@{@|@w@`Aq@dAi@v@gB`Ds@vAu@bBaB|DqAzDiBhG}BzIUvAaA|GyAdK?\?`@DLBL?N?LCLCHGLIFG@G?GCECEGEIAIAIAM?MBODKBIDEJELaALy@Bq@B]l@mEHOHMBQ~@sGVoAtBcJfBcGzAgE|A_Ex@iBt@yAfBcDf@u@v@gAr@}@|@gA|@w@lB{AnBkAfBw@jBk@dBY|AQT?N@RDRFNFL@JAJCLULKPEPFNLXAPERKXI`BKD?\CPANA~@Gb@?R@TDP@H?LCNQBGDIHGFEH?H@B@HAFAHCLEJCJCHCNCZG`@IXEHCDALETKFAl@W??LE@ALEHCJAHAJAJ?L@J@@?NB@?LDJBNFPFFH@BDDLNNLNNPNPNJFHDHDRJTJl@X^Rf@VPHFDHDDDDBJHRNJHFFNJNLb@XHBBBLFJDNHd@NBBBBDDHHCb@ALALALGp@CTEPKXIPGHADGHGFc@h@EFEBCBGFC?E@QBO?G^IZQn@]bA}@tC_@tA]zAU|@e@`BWj@e@hAU^WZi@l@yAvAOL}BbCkAnAc@f@gCxCc@b@a@VOF[Na@D]?a@?q@@UB[Ds@\]X{@|@WXSPUNeBh@i@T_@PKHuBlAsBbA{@b@q@^c@Xu@f@E@eBbAo@`@m@d@s@v@s@~@o@~@gAzA_@h@CBW^uA~BmAtBKPe@iAIUEO?O@OBSZm@DED@HNIOEAED[l@CRAN?NDNHTLZVl@q@hAGHq@jAaAdBSb@oBxD_AhBcA|AKLCDu@~@}@|@a@XCB_@RQHoB~@sBjAQHk@XkBbA_@XQRS^K`@GXEb@CX?^Dn@Lj@HPFJHFJDJ?JAJEJKv@}AvByFf@cC\cCLoATeCd@{Ht@wLDyANoDD{@EGEIAIAIAM?MBODKBIDEJELaALy@|@kGJo@BQ~@sGVoAlBiI	118	OSRM
WF2 0GU	20	1			3	Lindale Methodist Church (WF2 0GU)	Outwood Primary Academy Kirkhamgate (WF2 0GU)	Shawfold Cars (WF2 0GU)	1568	1176	}wwfIfknHr@`ANSh@m@xA{AMc@Om@MiAOsAE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\\|CNl@Lb@v@w@TSd@c@pBeANGHEb@UPI\U^Wp@k@JVDVDf@@FCz@Jj@DXEYKk@B{@Go@EWKWq@j@_@V]TQHc@TIDOFqBdAe@b@URw@v@yAzAi@l@ORs@aA	19	OSRM
WF2 0GU	15	1			3	Wrenthorpe Dental Care (WF2 0GU)	Wrenthorpe Methodist Church (WF2 0GU)	St Annes (WF2 0GU)	1389	1042	cgwfIz~hHj@cDf@TzB^b@DTCHAXINEDjBF|@WDYFI@}@PM@jASHAXGVEG}@EkBODYHI@UBc@E{B_@g@UGIY[[U}@a@FYb@eATy@Ux@O\Sf@GXGC}@a@]OQIOOWa@k@_AS[e@s@Rg@@CTk@Uj@ABSf@d@r@RZbA`BNNPH\N|@`@FB|@`@ZTXZFHk@bD	17	OSRM
WF2 0GU	20	1			3	Wrenthorpe Club (WF2 0GU)	The Lawrence (WF2 0GU)	Wrenthorpe Academy (WF2 0GU)	1732	1299	k`xfIb|gHgAzA~BdBTN\Tj@^G^I@??WQODLu@]UUO_CeB_@h@CBW^uA~BmAtBKPe@iAIUEO?O@OBSZm@DED@HNIOEAED[l@CRAN?NDNHTLZVl@JQlAuBtA_CV_@BC^i@~BdBTN\Tj@^|@n@`BpAZXj@z@Z_AXcAb@_BBIHS??IRCHc@~AYbA[~@k@{@[YaBqA}@o@k@_@]UUO_CeBfA{A	21	OSRM
WF2 0GU	15	1			3	Conroyds Fish and Chips (WF2 0GU)	The New Pot Oil (WF2 0GU)	Wrenthorpe Methodist Church (WF2 0GU)	1229	922	exvfInhhHDMVq@Pc@Ds@VPt@v@PT]xAY|@o@dBUl@GRy@nDEJW|@MTORYR_@LODIBODI@UBc@E{B_@g@UGIY[[U}@a@FYb@eATy@Ux@O\Sf@GX|@`@ZTXZn@}DL{@@AH_@Po@PJXLn@VJLf@v@T\JHDBH?FADIHSpAeFJ_@Rk@Pc@	15	OSRM
WF2 0GU	20	1			3	Wrenthorpe Club (WF2 0GU)	The Lawrence (WF2 0GU)	Wrenthorpe Academy (WF2 0GU)	1647	1235	}bxfIl_hHHM~BdBTN\Tj@^G^I@??WQODLu@]UUO_CeB_@h@CBW^uA~BmAtBKPe@iAIUEO?O@OBSZm@DED@HNIOEAED[l@CRAN?NDNHTLZVl@JQlAuBtA_CV_@BC^i@~BdBTN\Tj@^|@n@`BpAZXj@z@Z_AXcAb@_BBIHS??IRCHc@~AYbA[~@k@{@[YaBqA}@o@k@_@]UUO_CeBIL	20	OSRM
WF2 0GU	45	1			3	Silkwood Farm (WF2 0GU)	Shell Select (WF2 0GU)	DVSA Wakefield Test Center (WF2 0GU)	4023	3017	o{sfIpemH^XBB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNIHEDOHEBEFEDIPANENGHWFECIIEMCOAQBQDOBCJ[BMBMBM@a@JgABYJy@Fe@Ha@ReAJe@zAcH@K?G?EAa@CQEUAMEIKU{BaCo@{@IVKZYp@mA~FnB~ALo@VR\ZPaA??Q`A][WSMn@oB_BlA_GXq@J[HWn@z@zB`CLJD@D?LEDAJEF?B?HF@BDHDN@RAPEPGLIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBDJBN?PANEN?\?B?HBRH\DLFNVf@HN^j@VPLDD@B?B?NEzCuHPg@Rc@JS`@w@@[Ea@BS@CHU@C??RATZb@iAD_@\_ABQA_@q@gAw@m@KEMGo@_@e@e@[_@SU_@m@KMEECAKCIDK@KEGIGMCQEUAMEIKU{BaCo@{@IVKZYp@mA~FnB~AUfAABC@C@MD@^?D?BGTDO@E?C?EA_@LEBABA@CTgAoB_BlA_GXq@J[HWn@z@zB`CLJD@D?LEDAJEF?B?HF@BDHDN@RAPEPGLIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_@Y	50	OSRM
WF2 0GU	45	1			3	Shell Select (WF2 0GU)	Total Fitness (WF2 0GU)	Silkwood Farm (WF2 0GU)	3300	2475	grsfIz|lHTeAAECCC?ELUlACDOl@IX]JILQdALFJDv@l@TJb@Fn@OSz@Qb@[z@[x@c@hAIPWj@Kb@q@xBG[?K@QJS`@w@@[Ea@BS@CHU@C??RATZb@iAD_@\_ABQA_@q@gAw@m@KEMGo@_@e@e@[_@SU_@m@KMEECAKCIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_BqA~@v@^XBB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNIHEDOHEBEFEDIPANENGHWFECIIEMCOAQBQDOBCJ[BMBMBM@a@JgABYJy@Fe@Ha@ReAJe@zAcH@K?G?EAa@CQEUAMEIKU{BaCo@{@IVKZYp@mA~FnB~ALo@VR\ZPaA??Q`A][WSMn@oB_BlA_GXq@J[HWn@z@zB`CLJD@D?LEDAJEF?B?HF@BDHDN@RBX@LBJFV^l@RTZ^d@d@n@^PeAHM\KHYNm@BETmADMB?BB@DUdA	41	OSRM
WF2 0GU	15	1			3	Conroyds Fish and Chips (WF2 0GU)	The New Pot Oil (WF2 0GU)	Wrenthorpe Methodist Church (WF2 0GU)	1229	922	gxvfInhhHFMVq@Pc@Ds@VPt@v@PT]xAY|@o@dBUl@GRy@nDEJW|@MTORYR_@LODIBODI@UBc@E{B_@g@UGIY[[U}@a@FYb@eATy@Ux@O\Sf@GX|@`@ZTXZn@}DL{@@AH_@Po@PJXLn@VJLf@v@T\JHDBH?FADIHSpAeFJ_@Rk@Nc@	15	OSRM
WF2 0GU	60	1			3	The Quad (WF2 0GU)	The Lawrence (WF2 0GU)	tillybods (WF2 0GU)	6930	5198	{zxfIpkgHHMBQ~@sGVoAlBiIFYfBcGzAgE|A_Ex@iBt@yAfBcDf@u@v@gAr@}@|@gA|@w@lB{AnBkAfBw@jBk@dBY|AQT?N@RDRFNFL@JAJCLULKPEPFNLXAPERKXI`BKD?\CPANA~@Gb@?R@TDP@H?LCNQBGDIHGFEH?H@B@HAFAHCLEJCJCHCNCZG`@IXEHCDALETKFAl@W??LE@ALEHCJAHAJAJ?L@J@@?NB@?LDJBNFPFFH@BDDLNNLNNPNPNJFHDHDRJTJl@X^Rf@VPHFDHDDDDBJHRNJHFFNJNLb@XHBBBLFJDNHd@NBBBBDDHHCb@ALALALGp@CTEPKXIPGHADGHGFc@h@EFEBCBGFC?E@QBO?G^IZQn@]bA}@tC_@tA]zAU|@e@`BWj@e@hAU^WZi@l@yAvAOL}BbCkAnAc@f@gCxCc@b@a@VOF[Na@D]?a@?q@@UB[Ds@\]X{@|@WXSPUNeBh@i@T_@PKHuBlAsBbA{@b@q@^c@Xu@f@E@eBbAo@`@m@d@s@v@s@~@wBzC_@h@CBW^uA~BmAtBKPe@iAIUEO?O@OBSZm@DED@HNIOEAED[l@CRAN?NDNHTLZVl@JQlAuBtA_CV_@BC^i@~BdBTN\Tj@^G^I@WQODLu@]UUO_CeBILUZCBW^uA~BmAtBKPq@hAGHq@jAaAdBSb@oBxD_AhBcA|AKLCDu@~@}@|@a@XCB_@RQHoB~@sBjAQHk@XkBbA_@XQRS^K`@GXEb@CX?^Dn@Lj@HPFJHFJDJ?JAJEJKv@}AvByFf@cC\cCLoATeCd@{Ht@wLDyANoDD{@EGEIAIAIAM?MBODKBIDEJELaALy@|@kGJo@IL	86	OSRM
WF2 0GU	20	1			3	The Star Inn (WF2 0GU)	Outwood Primary Academy Kirkhamgate (WF2 0GU)	Shawfold Cars (WF2 0GU)	1824	1368	gswfInbnHRhBNl@Lb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{AMc@Om@]}CE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\\|CNl@Lb@v@w@TSd@c@pBeANGHEb@UPI\U^Wp@k@JVDVDf@@FCz@Jj@DXEYKk@B{@Go@EWKWq@j@_@V]TQHc@TIDOFqBdAe@b@URw@v@Mc@Om@SiB	22	OSRM
WF2 0GU	20	1			3	Outwood Primary Academy Kirkhamgate (WF2 0GU)	The Star Inn (WF2 0GU)	Shawfold Cars (WF2 0GU)	1827	1370	opwfI`bnHl@]^vBe@b@URw@v@Mc@Om@]}CE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\\|CNl@Lb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{Av@w@TSd@c@pBeANGHEb@UPI\U^Wp@k@JVDVDf@@FCz@Jj@DXEYKk@B{@Go@EWKWq@j@_@V]TQHc@TIDOFqBdA_@wBm@\	22	OSRM
WF2 0GU	20	1			3	West Villa (WF2 0GU)	NAV Mini Market (WF2 0GU)	Phoenix Young People's Centre (WF2 0GU)	1529	1147	oqtfI~lhHa@lCGn@Ml@a@tB[~AMn@c@nBq@zBCFSn@Uj@]~@Ul@Ob@c@k@[g@Wc@OQKKc@YWzAU~AQlAEl@C\A^ZHPFPH??JJLT[v@c@pAGReAvCg@zAGIWKVJFHf@{An@eBTq@FSb@qAZw@JSf@iAj@wAh@mANc@Tm@\_ATk@Ro@BGp@{Bp@_DZ_B`@uBLm@Fo@`@mC	19	OSRM
WF2 0GU	20	1			3	The Star Inn (WF2 0GU)	Outwood Primary Academy Kirkhamgate (WF2 0GU)	Shawfold Cars (WF2 0GU)	1714	1286	crwfIfgnHLb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{AMc@Om@]}CE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\\|CNl@Lb@v@w@TSd@c@pBeANGHEb@UPI\U^Wp@k@JVDVDf@@FCz@Jj@DXEYKk@B{@Go@EWKWq@j@_@V]TQHc@TIDOFqBdAe@b@URw@v@Mc@	21	OSRM
WF2 0GU	20	1			3	The Star Inn (WF2 0GU)	Outwood Primary Academy Kirkhamgate (WF2 0GU)	Shawfold Cars (WF2 0GU)	1698	1274	{qwfIzgnHDNyAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{AMc@Om@]}CE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\\|CNl@Lb@v@w@TSd@c@pBeANGHEb@UPI\U^Wp@k@JVDVDf@@FCz@Jj@DXEYKk@B{@Go@EWKWq@j@_@V]TQHc@TIDOFqBdAe@b@URw@v@EO	21	OSRM
WF2 0GU	20	1			3	The Star Inn (WF2 0GU)	Outwood Primary Academy Kirkhamgate (WF2 0GU)	Shawfold Cars (WF2 0GU)	1686	1264	gqwfI|gnHMLyAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{AMc@Om@]}CE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\\|CNl@Lb@v@w@TSd@c@pBeANGHEb@UPI\U^Wp@k@JVDVDf@@FCz@Jj@DXEYKk@B{@Go@EWKWq@j@_@V]TQHc@TIDOFqBdAe@b@URi@h@	21	OSRM
WF2 0GU	20	1			3	The Star Inn (WF2 0GU)	Outwood Primary Academy Kirkhamgate (WF2 0GU)	Shawfold Cars (WF2 0GU)	1686	1264	gqwfI|gnHMLyAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{AMc@Om@]}CE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\\|CNl@Lb@v@w@TSd@c@pBeANGHEb@UPI\U^Wp@k@JVDVDf@@FCz@Jj@DXEYKk@B{@Go@EWKWq@j@_@V]TQHc@TIDOFqBdAe@b@URi@h@	21	OSRM
WF2 0GU	60	1			3	Hill Top Primary Academy (WF2 0GU)	West Ardsley Methodist Church (WF2 0GU)	The Mens Room (WF2 0GU)	7477	5608	qszfIvyqHTHj@RlEhBPFzAp@pBx@pBv@fAd@n@^d@b@eFbNGNm@dBo@|Ay@|BSh@S[EAIAKAGIo@cAOU??NTn@bAFHJ@H@D@RZRi@x@}Bn@}Al@eBFOdFcNe@c@o@_@gAe@NaB|@h@NB@?JMKLQC}@i@O`BqBw@qBy@{Aq@QGmEiBk@Sk@S{Ai@{@Wo@Uu@e@e@[CC]YuAoAkAaAs@i@gAaAGE[Wk@a@cDgCu@g@SGQEc@IKAeBS_@Go@OsB]SEQA?m@AaAA]E{@IaAKiBQ_CE}@AQAQIsAIqAAWMoBGaAIaAUeBYwB]oCe@uBi@mCMs@Gk@u@oH]mDOuAY{BIk@CSIs@OuA_AmHKcAKu@Ic@Rg@P]V_@V_@NMVU~@i@\Qn@UVIj@MZGn@StAq@fBy@\Q`@Sp@]z@g@vBoAh@a@XYP_@DIP}@De@FkABgA@m@zAHHAFEDGDMBSBaClALFDFHBJ@H?FALEJEDIDoA^CRELEFGDI@{AIEtBGjAEd@Q|@EHQ^YXi@`@wBnA{@f@q@\a@R]PgBx@uAp@o@R[Fk@LWHo@T]P_Ah@WTOLW^W^Q\Sf@Hb@Jt@JbA~@lHNtAHr@BRHj@XzBNtA\lDt@nHFj@Lr@h@lCd@tB\nCXvBTdBH`AF`ALnB@VHpAHrA@P@PD|@P~BJhBH`ADz@@\@`A?l@P@RDrB\n@N^FdBRJ@b@HPDRFt@f@bDfCj@`@ZVFDfA`Ar@h@jA`AtAnA\XBBd@Zt@d@n@Tz@VzAh@TH	93	OSRM
WF2 0GU	60	1			3	West Ardsley Methodist Church (WF2 0GU)	West Ardsley Book Exchange (WF2 0GU)	Highfield School (WF2 0GU)	12804	9603	qizfIb_sHFMV^S`@D@RZRi@x@}Bn@}Al@eBFOdFcNe@c@o@_@gAe@NaB|@h@NB@?JMKLQC}@i@O`BqBw@qBy@{Aq@QGmEiBk@Sk@SBWDS@S?Q?S@OLaBM`BAN?R?PARERCVTHTHj@RlEhBPFzAp@pBx@pBv@fAd@n@^d@b@eFbNGNm@dBo@|Ay@|BSh@KXKXO^Wt@_@`Aa@pAGV?FCTGxDA|@?JMdHAb@At@At@C~@MfJ?PA`@@p@J`A`@vBBb@LjGj@|Fp@jHJ|C?~BO`CYzCtDvBpJtFLF`J|EhHdEPHnBnAhE|B\RZRXLrAv@bAh@JDr@h@~AjA|@`Az@|AJN^n@r@zAlAnDHTHVpAlDp@`BHFHFD@F?N?^WPMp@UBAZKh@CHDTJZTTZb@ZH?HFb@i@tD{ITc@^q@bAqB\cAF_ACEAO?I?EBMDKFEBADAD@VIPAnBw@LMr@cAXa@JOX]h@aAlCmD~CsEbCmDdB_C`ByBT[x@gAGWOm@?a@Fs@\cA\i@zBmCTYR_@Jk@Bc@Ac@Ga@Oo@Yw@Og@IWUs@I[Oa@GUIUGU{@sCGSa@_AQWq@q@MKIIi@]QMQSGMUe@Sg@Ss@K]Mq@YgBKq@c@yBu@}BKWC[?w@@eA?kB?]Aa@?WCQAQAKCEIWMa@Qo@Qq@Mw@Kg@QoB]oDKoAQgBQyAO?eEhDdEiDN?PxAPfBJnA\nDJjADb@Jf@Lv@Pp@Pn@L`@HVBD@J@PBP?V@`@?\?jBAdA?v@BZJVt@|Bb@xBJp@XfBLp@J\Rr@Rf@Td@FLPRPLh@\HHLJp@p@PV`@~@FRz@rCFTHTFTN`@HZTr@HVNf@Xv@Nn@F`@@b@Cb@Kj@S^UX{BlC]h@]bAGr@?`@Nl@FVy@fAUZaBxBeB~BcClD_DrEmClDi@`AY\KNY`@s@bAMLoBv@GRMP?D@NALCJ?@GHGDS`@OH]bAcApB_@p@Ub@uDzIWfA?NCNELKJI?IEGICKAQ@SMy@U[[UUKIEi@B[JC@q@TQL_@V]VSi@q@aBqAmDIWIUmAcCk@iAa@{@qBwCk@m@wAiA_Am@q@e@yCaBeBaA_CmAmAw@a@S}DuBqC{AyImFeP}I@g@X{CNaC?_CK}Cq@kHk@}FMkGCc@a@wBKaAAq@@a@?QLgJB_A@u@@u@@c@LeH?K@}@FyDBU?GFW`@qA^aAVu@N_@JYJYS[EAIAKAGIPe@	160	OSRM
WF2 0GU	60	1			3	West Ardsley Community Centre (WF2 0GU)	West Ardsley Book Exchange (WF2 0GU)	The Star Inn (WF2 0GU)	6229	4672	q}yfIvarHOC}@i@O`BfAd@n@^d@b@eFbNGNm@dBo@|Ay@|BSh@S[EAIAKAGIPe@FMV^S`@D@RZRi@x@}Bn@}Al@eBFOdFcNe@c@o@_@gAe@qBw@qBy@{Aq@QGmEiBk@Sk@SBWDS@S?Q?S@OLaBM`BAN?R?PARERCVTHTHj@RlEhBPFzAp@pBx@pBv@fAd@n@^d@b@FOZ{@HYViA^iBXgARm@R]^a@JInBeBr@w@j@}@Xq@ZcA\gBTmATcAb@cB|@yCBGt@}BtA_E~@wDXsBn@cFRmARw@Vq@b@o@r@q@xA_Ad@YRSJ]Jm@h@wELw@Pu@Ne@Tg@`@m@\YPM\I\GXAB?d@HZDR?NAlAQjAODAXOXWXg@Rk@Ru@t@aDNg@Vo@\s@zBgDRY^g@s@aAKMAu@F]?IOs@Nr@?HG\@t@~@nA_@f@SX{BfD]r@Wn@Of@u@`DSt@Sj@Yf@YVYNE@kANmAPO@S?[Ee@IC?Y@]F]HQL]Xa@l@Uf@Od@Qt@Mv@i@vEKl@K\SRe@XyA~@s@p@c@n@Wp@Sv@SlAo@bFYrB_AvDuA~Du@|BCF}@xCc@bBUbAUlA]fB[bAYp@k@|@s@v@oBdBKH_@`@S\Sl@YfA_@hBWhAIX[z@GNe@c@o@_@gAe@NaB|@h@NB	77	OSRM
WF2 0GU	20	1			3	Wakefield Flanshaw Junior and Infant School (WF2 0GU)	NAV Mini Market (WF2 0GU)	Phoenix Young People's Centre (WF2 0GU)	1690	1268	sutfIp|hHLo@Z_B`@uBLm@Fo@`@mCf@mD\T]UiAzHGn@Ml@a@tB[~Aq@~Cq@zBCFSn@Uj@]~@Ul@Ob@c@k@[g@Wc@OQKKc@YWzAU~AQlAEl@C\A^ZHPFPH??JJLT[v@c@pAGReAvCg@zAGIWKVJFHf@{An@eBTq@FSb@qAZw@JSf@iAj@wAh@mANc@Tm@\_ATk@Ro@BGp@{Bb@oB	21	OSRM
WF2 0GU	60	1			3	West Yorkshire Police Learning & Development Centre (WF2 0GU)	Cardigan House (WF2 0GU)	Driver Training Area (WF2 0GU)	9946	7460	{uyfIxzjH??JCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BCvA?P@P@RDRThAf@~Br@|CnB|INn@bApEj@fCR|@x@nD\|AtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@\Ut@gALKJ?FJJ`@BNDV?L?PG`BAP?P?P?P@RJfDi@NDlA?HCFG@K@KB??	124	OSRM
WF2 0GU	60	1			3	Cardigan House (WF2 0GU)	West Yorkshire Police Bishopgarth House (WF2 0GU)	Driver Training Area (WF2 0GU)	19016	14262	o|yfIrvkHbApEj@fCR|@vAlGtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@\Ut@gALKJ?FJJ`@BNDV?L?PG`BAP?P?P?P@RJfDi@NG_BIgCAYAOEECAEHIJKNCD@^FxBDrB@f@DRDFBB??JCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BCvA?P@P@RDRThAf@~Br@|CnB|I~BhKR|@x@nD\|AtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JD^\JNFJDLDLBPBN@N@P?P?P?P?BCvA?P@P@RDRThAf@~Br@|CnB|INn@	237	OSRM
WF2 0GU	20	1			3	BP Manor Service Station (WF2 0GU)	Main Street Fisheries (WF2 0GU)	St Michaels Church (WF2 0GU)	1778	1334	yl{fIr~kHe@}CCQKy@]cCZNJ@ZDZ@L?n@Al@AR_@f@dAOZGN_AMw@pCa@lCg@iDCQKy@]cCZNJ@Be@a@M??`@LCd@ZDZ@L?n@Al@AUp@EPw@pCa@lCWzCMhAy@BeAZWTUV}@p@}@f@AIeBb@uA^GXNfANTHFFn@Go@IGOUOgAFYzDcA@H|@g@|@q@TWVUdA[x@CLiAV{CAK	22	OSRM
WF2 0GU	30	1			3	Hong Kong Vegan (WF2 0GU)	St Annes (WF2 0GU)	Spot on Dog Grooming (WF2 0GU)	2963	2222	cqwfI`chHIRCHc@~AYbA[~@k@{@[YaBqA}@o@k@_@]UUO_CeBvB{Cr@_Ar@w@l@e@n@a@dBcADAt@g@b@Yp@_@d@UTMrBcAtBmAJI^Qh@UdBi@TORQVYz@}@\Yr@]ZETCp@A`@?\?`@EZOMr@Or@Gh@?f@B^J^Tn@FNLZRp@Jb@DX@l@@p@@`@@L?NHv@L`A@JB\@Z?r@Ad@En@Gl@WdBG\KhAMt@]xAY|@o@dBUl@aAbEEJW|@MTORYR_@LODYHI@UBc@E{B_@g@UGIY[[U}@a@GC}@a@]OQIOOWa@k@_AS[e@s@]g@u@kAk@{@[YaBqACAy@m@G^I@WQODLu@j@^|@n@`BpAZXj@z@Z_AXcAb@_BBIHS	37	OSRM
WF2 0GU	20	1			3	Declans (WF2 0GU)	Pinderfields Hospital PRU (WF2 0GU)	The Lawrence (WF2 0GU)	1957	1468	e|wfIlehHHAF_@k@_@]UUOqAaAm@c@qA_Ak@_@IIZyAGOIUHTFN[xAHHj@^pA~@~BdBTN\Tj@^|@n@`BpAZXj@z@Z_AXcAb@_BBILLl@j@??m@k@MMCHc@~AYbA[~@k@{@[YaBqA}@o@k@_@]UUO_CeB_@h@CBW^uA~BmAtBKPe@iAIUEO?O@OBSZm@DED@HNIOEAED[l@CRAN?NDNHTLZVl@JQlAuBtA_CV_@BC^i@~BdBTN\Tj@^G^I@	24	OSRM
